,MedianICC,MedianICCLower,MedianICCHigher
log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized_20_binCount,0.941537922,0.932324862,0.950178719
log-sigma-1-0-mm-3D_glrlm_RunPercentage_20_binCount,0.872837611,0.85444218,0.890472118
log-sigma-1-0-mm-3D_glrlm_RunVariance_20_binCount,0.573077357,0.534027416,0.6142604
log-sigma-1-0-mm-3D_glrlm_ShortRunEmphasis_20_binCount,0.925049053,0.913472086,0.935964115
log-sigma-1-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis_20_binCount,0.83083104,0.80767238,0.853330664
log-sigma-1-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis_20_binCount,0.70457575,0.670843765,0.738691682
log-sigma-1-0-mm-3D_glszm_GrayLevelNonUniformity_20_binCount,0.861532727,0.841792696,0.880524456
log-sigma-1-0-mm-3D_glszm_GrayLevelNonUniformityNormalized_20_binCount,0.6468412,0.610079508,0.684710955
log-sigma-1-0-mm-3D_glszm_GrayLevelVariance_20_binCount,0.692158469,0.657681329,0.727166132
log-sigma-1-0-mm-3D_glszm_HighGrayLevelZoneEmphasis_20_binCount,0.668777896,0.633037309,0.705339548
log-sigma-1-0-mm-3D_glszm_LargeAreaEmphasis_20_binCount,0.913377433,0.900188681,0.925858445
log-sigma-1-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis_20_binCount,0.934577643,0.924354278,0.944187279
log-sigma-1-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis_20_binCount,0.768449802,0.739376649,0.797262103
log-sigma-1-0-mm-3D_glszm_LowGrayLevelZoneEmphasis_20_binCount,0.590309735,0.551638243,0.630870431
log-sigma-1-0-mm-3D_glszm_SizeZoneNonUniformity_20_binCount,0.846186056,0.824694781,0.866963922
log-sigma-1-0-mm-3D_glszm_SizeZoneNonUniformityNormalized_20_binCount,0.613263666,0.575243332,0.652850966
log-sigma-1-0-mm-3D_glszm_SmallAreaEmphasis_20_binCount,0.585034148,0.546236784,0.625795293
log-sigma-1-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis_20_binCount,0.620430429,0.58264807,0.659680274
log-sigma-1-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis_20_binCount,0.45975433,0.420519125,0.502654517
log-sigma-1-0-mm-3D_glszm_ZoneEntropy_20_binCount,0.784925842,0.75728209,0.812178269
log-sigma-1-0-mm-3D_glszm_ZonePercentage_20_binCount,0.915301729,0.902375216,0.927527078
log-sigma-1-0-mm-3D_glszm_ZoneVariance_20_binCount,0.913530481,0.900362535,0.925991195
log-sigma-1-0-mm-3D_gldm_DependenceEntropy_20_binCount,0.731548696,0.699614334,0.763570442
log-sigma-1-0-mm-3D_gldm_DependenceNonUniformity_20_binCount,0.689560726,0.654934224,0.724749133
log-sigma-1-0-mm-3D_gldm_DependenceNonUniformityNormalized_20_binCount,0.468219977,0.428862979,0.511137311
log-sigma-1-0-mm-3D_gldm_DependenceVariance_20_binCount,0.64032407,0.603289423,0.678554247
log-sigma-1-0-mm-3D_gldm_GrayLevelNonUniformity_20_binCount,0.959361957,0.952819528,0.965463256
log-sigma-1-0-mm-3D_gldm_GrayLevelVariance_20_binCount,0.914171974,0.901091334,0.926547544
log-sigma-1-0-mm-3D_gldm_HighGrayLevelEmphasis_20_binCount,0.814453879,0.789609625,0.838717302
log-sigma-1-0-mm-3D_gldm_LargeDependenceEmphasis_20_binCount,0.80421033,0.778360131,0.829538636
log-sigma-1-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis_20_binCount,0.781351933,0.753390094,0.808949322
log-sigma-1-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis_20_binCount,0.685881609,0.651047423,0.721322552
log-sigma-1-0-mm-3D_gldm_LowGrayLevelEmphasis_20_binCount,0.706493697,0.67288142,0.740467811
log-sigma-1-0-mm-3D_gldm_SmallDependenceEmphasis_20_binCount,0.929454457,0.918499078,0.939768982
log-sigma-1-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis_20_binCount,0.919843736,0.907541667,0.93146169
log-sigma-1-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis_20_binCount,0.820649722,0.79643195,0.844254706
log-sigma-1-0-mm-3D_ngtdm_Busyness_20_binCount,0.857433381,0.837217233,0.876908581
log-sigma-1-0-mm-3D_ngtdm_Coarseness_20_binCount,0.957919326,0.951156263,0.964229282
log-sigma-1-0-mm-3D_ngtdm_Complexity_20_binCount,0.819457725,0.795118367,0.843190221
log-sigma-1-0-mm-3D_ngtdm_Contrast_20_binCount,0.906828245,0.892757289,0.920171926
log-sigma-1-0-mm-3D_ngtdm_Strength_20_binCount,0.916717753,0.903985094,0.928754333
log-sigma-3-0-mm-3D_glcm_Autocorrelation_20_binCount,0.814987644,0.790196824,0.839194767
log-sigma-3-0-mm-3D_glcm_JointAverage_20_binCount,0.815459109,0.790715571,0.839616438
log-sigma-3-0-mm-3D_glcm_ClusterProminence_20_binCount,0.822466808,0.798435352,0.845876644
log-sigma-3-0-mm-3D_glcm_ClusterShade_20_binCount,0.840460624,0.818337746,0.861888151
log-sigma-3-0-mm-3D_glcm_ClusterTendency_20_binCount,0.912521872,0.899216968,0.925116235
log-sigma-3-0-mm-3D_glcm_Contrast_20_binCount,0.904960593,0.890640972,0.918548168
log-sigma-3-0-mm-3D_glcm_Correlation_20_binCount,0.848489474,0.827255628,0.869003408
log-sigma-3-0-mm-3D_glcm_DifferenceAverage_20_binCount,0.954068169,0.946719989,0.960932461
log-sigma-3-0-mm-3D_glcm_DifferenceEntropy_20_binCount,0.954032088,0.946678452,0.960901554
log-sigma-3-0-mm-3D_glcm_DifferenceVariance_20_binCount,0.893113822,0.877246912,0.9082265
log-sigma-3-0-mm-3D_glcm_JointEnergy_20_binCount,0.9125894,0.899293654,0.925174824
log-sigma-3-0-mm-3D_glcm_JointEntropy_20_binCount,0.957142848,0.95026136,0.963564885
log-sigma-3-0-mm-3D_glcm_Imc1_20_binCount,0.94806773,0.939819094,0.955787928
log-sigma-3-0-mm-3D_glcm_Imc2_20_binCount,0.855979984,0.835596493,0.875625483
log-sigma-3-0-mm-3D_glcm_Idm_20_binCount,0.966880881,0.961501211,0.971885814
log-sigma-3-0-mm-3D_glcm_Idmn_20_binCount,0.911103244,0.897606344,0.923885124
log-sigma-3-0-mm-3D_glcm_Id_20_binCount,0.967836087,0.962605678,0.972700676
log-sigma-3-0-mm-3D_glcm_Idn_20_binCount,0.957854938,0.951082047,0.964174195
log-sigma-3-0-mm-3D_glcm_InverseVariance_20_binCount,0.964557928,0.958816727,0.969903165
log-sigma-3-0-mm-3D_glcm_MaximumProbability_20_binCount,0.886551236,0.869849453,0.902492383
log-sigma-3-0-mm-3D_glcm_SumSquares_20_binCount,0.916450783,0.903681518,0.928522993
log-sigma-3-0-mm-3D_glcm_SumEntropy_20_binCount,0.951099807,0.943304476,0.958388696
log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformity_20_binCount,0.987514112,0.985436367,0.989434455
log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized_20_binCount,0.929603552,0.918669337,0.939897662
log-sigma-3-0-mm-3D_glrlm_GrayLevelVariance_20_binCount,0.874899086,0.856753861,0.892282322
log-sigma-3-0-mm-3D_glrlm_HighGrayLevelRunEmphasis_20_binCount,0.804074356,0.778211053,0.829416598
log-sigma-3-0-mm-3D_glrlm_LongRunEmphasis_20_binCount,0.90526743,0.890988573,0.918815
log-sigma-3-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis_20_binCount,0.897934876,0.882691384,0.912431493
log-sigma-3-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis_20_binCount,0.826513717,0.802901437,0.849485605
log-sigma-3-0-mm-3D_glrlm_LowGrayLevelRunEmphasis_20_binCount,0.786959335,0.75949856,0.814013858
log-sigma-3-0-mm-3D_glrlm_RunEntropy_20_binCount,0.963082022,0.957112188,0.968642738
log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformity_20_binCount,0.967944309,0.962730832,0.972792982
log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformityNormalized_20_binCount,0.963303225,0.957367605,0.968831682
log-sigma-3-0-mm-3D_glrlm_RunPercentage_20_binCount,0.974412218,0.970218861,0.97830412
log-sigma-3-0-mm-3D_glrlm_RunVariance_20_binCount,0.874237212,0.856011485,0.89170125
log-sigma-3-0-mm-3D_glrlm_ShortRunEmphasis_20_binCount,0.958959524,0.952355469,0.965119085
log-sigma-3-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis_20_binCount,0.787131814,0.759686625,0.814169496
log-sigma-3-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis_20_binCount,0.837087776,0.814598328,0.858893754
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformity_20_binCount,0.937277388,0.927443734,0.946512759
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformityNormalized_20_binCount,0.736024536,0.704412346,0.767678101
log-sigma-3-0-mm-3D_glszm_GrayLevelVariance_20_binCount,0.773040582,0.744356222,0.80142607
log-sigma-3-0-mm-3D_glszm_HighGrayLevelZoneEmphasis_20_binCount,0.797727887,0.77126022,0.823714764
log-sigma-3-0-mm-3D_glszm_LargeAreaEmphasis_20_binCount,0.957512999,0.950687936,0.963881627
log-sigma-3-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis_20_binCount,0.938707941,0.929081901,0.94774421
log-sigma-3-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis_20_binCount,0.911475414,0.89802881,0.924208152
log-sigma-3-0-mm-3D_glszm_LowGrayLevelZoneEmphasis_20_binCount,0.691636875,0.657129564,0.72668099
log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformity_20_binCount,0.860035858,0.840121269,0.879204662
log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformityNormalized_20_binCount,0.656220819,0.61987637,0.693549125
log-sigma-3-0-mm-3D_glszm_SmallAreaEmphasis_20_binCount,0.634423757,0.597153936,0.67296904
log-sigma-3-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis_20_binCount,0.723462412,0.690963279,0.756134457
log-sigma-3-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis_20_binCount,0.610824817,0.572727274,0.650523324
log-sigma-3-0-mm-3D_glszm_ZoneEntropy_20_binCount,0.842083809,0.820138798,0.863328079
log-sigma-3-0-mm-3D_glszm_ZonePercentage_20_binCount,0.893959552,0.878201386,0.908964614
log-sigma-3-0-mm-3D_glszm_ZoneVariance_20_binCount,0.957618834,0.950809914,0.963972184
log-sigma-3-0-mm-3D_gldm_DependenceEntropy_20_binCount,0.924866312,0.913263717,0.935806172
log-sigma-3-0-mm-3D_gldm_DependenceNonUniformity_20_binCount,0.945484974,0.936852952,0.95357065
log-sigma-3-0-mm-3D_gldm_DependenceNonUniformityNormalized_20_binCount,0.856308223,0.835962459,0.875915313
log-sigma-3-0-mm-3D_gldm_DependenceVariance_20_binCount,0.944403516,0.93561171,0.952641701
log-sigma-3-0-mm-3D_gldm_GrayLevelNonUniformity_20_binCount,0.982420455,0.979512375,0.985112596
log-sigma-3-0-mm-3D_gldm_GrayLevelVariance_20_binCount,0.921702332,0.909658005,0.933070146
log-sigma-3-0-mm-3D_gldm_HighGrayLevelEmphasis_20_binCount,0.816071977,0.79139002,0.840164484
log-sigma-3-0-mm-3D_gldm_LargeDependenceEmphasis_20_binCount,0.973921023,0.969649633,0.977885969
log-sigma-3-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis_20_binCount,0.932830008,0.922355829,0.942680883
log-sigma-3-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis_20_binCount,0.757374107,0.727392989,0.787191156
log-sigma-3-0-mm-3D_gldm_LowGrayLevelEmphasis_20_binCount,0.801077469,0.77492701,0.826725538
log-sigma-3-0-mm-3D_gldm_SmallDependenceEmphasis_20_binCount,0.922448851,0.91050841,0.933715933
log-sigma-3-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis_20_binCount,0.890991726,0.874853117,0.906373579
log-sigma-3-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis_20_binCount,0.861599003,0.84186672,0.880582878
log-sigma-3-0-mm-3D_ngtdm_Busyness_20_binCount,0.974552698,0.970381675,0.978423698
log-sigma-3-0-mm-3D_ngtdm_Coarseness_20_binCount,0.957265095,0.950402237,0.963669497
log-sigma-3-0-mm-3D_ngtdm_Complexity_20_binCount,0.918432517,0.905935608,0.930239783
log-sigma-3-0-mm-3D_ngtdm_Contrast_20_binCount,0.906086825,0.891916999,0.91952744
log-sigma-3-0-mm-3D_ngtdm_Strength_20_binCount,0.945555596,0.936934023,0.953631301
log-sigma-6-0-mm-3D_glcm_Autocorrelation_20_binCount,0.920532247,0.908325508,0.932057645
log-sigma-6-0-mm-3D_glcm_JointAverage_20_binCount,0.912021425,0.898648705,0.924682
log-sigma-6-0-mm-3D_glcm_ClusterProminence_20_binCount,0.824317644,0.800477174,0.847527756
log-sigma-6-0-mm-3D_glcm_ClusterShade_20_binCount,0.903554459,0.889048473,0.917325038
log-sigma-6-0-mm-3D_glcm_ClusterTendency_20_binCount,0.858662726,0.838588722,0.877993425
log-sigma-6-0-mm-3D_glcm_Contrast_20_binCount,0.934691114,0.924484073,0.944285058
log-sigma-6-0-mm-3D_glcm_Correlation_20_binCount,0.890243338,0.874009305,0.905719829
log-sigma-6-0-mm-3D_glcm_DifferenceAverage_20_binCount,0.952789855,0.945248701,0.959837283
log-sigma-6-0-mm-3D_glcm_DifferenceEntropy_20_binCount,0.944478394,0.935697637,0.952706029
log-sigma-6-0-mm-3D_glcm_DifferenceVariance_20_binCount,0.913903882,0.900786736,0.926315048
log-sigma-6-0-mm-3D_glcm_JointEnergy_20_binCount,0.938575349,0.928930034,0.947630095
log-sigma-6-0-mm-3D_glcm_JointEntropy_20_binCount,0.924303086,0.912621584,0.935319323
log-sigma-6-0-mm-3D_glcm_Imc1_20_binCount,0.95084059,0.943006369,0.958166447
log-sigma-6-0-mm-3D_glcm_Imc2_20_binCount,0.837613856,0.815181316,0.859361013
log-sigma-6-0-mm-3D_glcm_Idm_20_binCount,0.95661779,0.949656351,0.963115526
log-sigma-6-0-mm-3D_glcm_Idmn_20_binCount,0.936482515,0.926533835,0.94582828
log-sigma-6-0-mm-3D_glcm_Id_20_binCount,0.957055618,0.950160839,0.963490236
log-sigma-6-0-mm-3D_glcm_Idn_20_binCount,0.953918399,0.946547578,0.96080417
log-sigma-6-0-mm-3D_glcm_InverseVariance_20_binCount,0.950020902,0.942063873,0.957463542
log-sigma-6-0-mm-3D_glcm_MaximumProbability_20_binCount,0.92267919,0.910770846,0.933915161
log-sigma-6-0-mm-3D_glcm_SumSquares_20_binCount,0.862774419,0.843179805,0.881618791
log-sigma-6-0-mm-3D_glcm_SumEntropy_20_binCount,0.912765883,0.899494078,0.925327938
log-sigma-6-0-mm-3D_glrlm_GrayLevelNonUniformity_20_binCount,0.9924967,0.991240864,0.993655555
log-sigma-6-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized_20_binCount,0.881284954,0.863924643,0.897882451
log-sigma-6-0-mm-3D_glrlm_GrayLevelVariance_20_binCount,0.862313802,0.842665179,0.881212887
log-sigma-6-0-mm-3D_glrlm_HighGrayLevelRunEmphasis_20_binCount,0.901115357,0.886287833,0.91520211
log-sigma-6-0-mm-3D_glrlm_LongRunEmphasis_20_binCount,0.964451869,0.95869421,0.969812609
log-sigma-6-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis_20_binCount,0.940022338,0.930587734,0.948875194
log-sigma-6-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis_20_binCount,0.820058576,0.795780442,0.843726846
log-sigma-6-0-mm-3D_glrlm_LowGrayLevelRunEmphasis_20_binCount,0.85911483,0.839093237,0.878392282
log-sigma-6-0-mm-3D_glrlm_RunEntropy_20_binCount,0.970486062,0.965671563,0.97496005
log-sigma-6-0-mm-3D_glrlm_RunLengthNonUniformity_20_binCount,0.96363297,0.957748386,0.969113316
log-sigma-6-0-mm-3D_glrlm_RunLengthNonUniformityNormalized_20_binCount,0.95553355,0.948407346,0.962187375
log-sigma-6-0-mm-3D_glrlm_RunPercentage_20_binCount,0.964887804,0.959197817,0.970184801
log-sigma-6-0-mm-3D_glrlm_RunVariance_20_binCount,0.962571098,0.95652231,0.968206275
log-sigma-6-0-mm-3D_glrlm_ShortRunEmphasis_20_binCount,0.95188289,0.944205198,0.959059992
log-sigma-6-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis_20_binCount,0.887215745,0.870597779,0.903073536
log-sigma-6-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis_20_binCount,0.884664993,0.867726174,0.900842096
log-sigma-6-0-mm-3D_glszm_GrayLevelNonUniformity_20_binCount,0.894339994,0.87863083,0.909296582
log-sigma-6-0-mm-3D_glszm_GrayLevelNonUniformityNormalized_20_binCount,0.620879315,0.583112414,0.660107496
log-sigma-6-0-mm-3D_glszm_GrayLevelVariance_20_binCount,0.775011,0.746495759,0.803211439
log-sigma-6-0-mm-3D_glszm_HighGrayLevelZoneEmphasis_20_binCount,0.655810198,0.619446878,0.693162767
log-sigma-6-0-mm-3D_glszm_LargeAreaEmphasis_20_binCount,0.962763696,0.956744659,0.968370812
log-sigma-6-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis_20_binCount,0.943182972,0.934211362,0.951592908
log-sigma-6-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis_20_binCount,0.926710251,0.91536682,0.93739947
log-sigma-6-0-mm-3D_glszm_LowGrayLevelZoneEmphasis_20_binCount,0.569300427,0.530180103,0.610607361
log-sigma-6-0-mm-3D_glszm_SizeZoneNonUniformity_20_binCount,0.763399206,0.733906755,0.792674066
log-sigma-6-0-mm-3D_glszm_SizeZoneNonUniformityNormalized_20_binCount,0.556774518,0.51745294,0.598459951
log-sigma-6-0-mm-3D_glszm_SmallAreaEmphasis_20_binCount,0.498728709,0.459112401,0.541510645
log-sigma-6-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis_20_binCount,0.561473239,0.522221374,0.603022532
log-sigma-6-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis_20_binCount,0.381830617,0.344715439,0.423434552
log-sigma-6-0-mm-3D_glszm_ZoneEntropy_20_binCount,0.887516018,0.87093598,0.903336104
log-sigma-6-0-mm-3D_glszm_ZonePercentage_20_binCount,0.894397204,0.878695413,0.909346499
log-sigma-6-0-mm-3D_glszm_ZoneVariance_20_binCount,0.963603335,0.957714162,0.969088005
log-sigma-6-0-mm-3D_gldm_DependenceEntropy_20_binCount,0.921369174,0.909278551,0.932781893
log-sigma-6-0-mm-3D_gldm_DependenceNonUniformity_20_binCount,0.987699483,0.985652145,0.989591611
log-sigma-6-0-mm-3D_gldm_DependenceNonUniformityNormalized_20_binCount,0.927800594,0.916611009,0.938341179
log-sigma-6-0-mm-3D_gldm_DependenceVariance_20_binCount,0.916056698,0.903233447,0.928181469
log-sigma-6-0-mm-3D_gldm_GrayLevelNonUniformity_20_binCount,0.989787028,0.988083025,0.9913608
log-sigma-6-0-mm-3D_gldm_GrayLevelVariance_20_binCount,0.876339674,0.858370215,0.893546628
log-sigma-6-0-mm-3D_gldm_HighGrayLevelEmphasis_20_binCount,0.91751809,0.904895326,0.929447739
log-sigma-6-0-mm-3D_gldm_LargeDependenceEmphasis_20_binCount,0.965969484,0.960447724,0.971108102
log-sigma-6-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis_20_binCount,0.93942166,0.929899489,0.948358392
log-sigma-6-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis_20_binCount,0.830165687,0.806936685,0.852738433
log-sigma-6-0-mm-3D_gldm_LowGrayLevelEmphasis_20_binCount,0.872804946,0.854405563,0.890443425
log-sigma-6-0-mm-3D_gldm_SmallDependenceEmphasis_20_binCount,0.928370089,0.917261035,0.938832914
log-sigma-6-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis_20_binCount,0.905188044,0.890898637,0.918745966
log-sigma-6-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis_20_binCount,0.863462701,0.843948934,0.882225209
log-sigma-6-0-mm-3D_ngtdm_Busyness_20_binCount,0.97837023,0.974809035,0.981671249
log-sigma-6-0-mm-3D_ngtdm_Coarseness_20_binCount,0.964299756,0.958518501,0.969682727
log-sigma-6-0-mm-3D_ngtdm_Complexity_20_binCount,0.935711998,0.925652044,0.945164614
log-sigma-6-0-mm-3D_ngtdm_Contrast_20_binCount,0.899238206,0.884164722,0.913567196
log-sigma-6-0-mm-3D_ngtdm_Strength_20_binCount,0.95281858,0.945281756,0.959861897
wavelet-LLH_glcm_Autocorrelation_20_binCount,0.639959877,0.602910386,0.678209813
wavelet-LLH_glcm_JointAverage_20_binCount,0.652531301,0.616019286,0.690075781
wavelet-LLH_glcm_ClusterProminence_20_binCount,0.759356098,0.729534348,0.788995948
wavelet-LLH_glcm_ClusterShade_20_binCount,0.796916549,0.77037264,0.822985014
wavelet-LLH_glcm_ClusterTendency_20_binCount,0.822536722,0.798512459,0.845939031
wavelet-LLH_glcm_Contrast_20_binCount,0.854040636,0.833435039,0.873912467
wavelet-LLH_glcm_Correlation_20_binCount,0.50387411,0.464241967,0.546603007
wavelet-LLH_glcm_DifferenceAverage_20_binCount,0.829173685,0.805840101,0.85185522
wavelet-LLH_glcm_DifferenceEntropy_20_binCount,0.81538587,0.790634982,0.839550939
wavelet-LLH_glcm_DifferenceVariance_20_binCount,0.857693475,0.837507356,0.877138138
wavelet-LLH_glcm_JointEnergy_20_binCount,0.561717539,0.522469487,0.603259561
wavelet-LLH_glcm_JointEntropy_20_binCount,0.768222186,0.739129946,0.797055491
wavelet-LLH_glcm_Imc1_20_binCount,0.663357212,0.627349573,0.700255668
wavelet-LLH_glcm_Imc2_20_binCount,0.741175706,0.709942761,0.772398296
wavelet-LLH_glcm_Idm_20_binCount,0.759936845,0.730162048,0.789524559
wavelet-LLH_glcm_Idmn_20_binCount,0.859646293,0.839686407,0.878861081
wavelet-LLH_glcm_Id_20_binCount,0.736219603,0.704621609,0.767856989
wavelet-LLH_glcm_Idn_20_binCount,0.817456737,0.79291441,0.841402389
wavelet-LLH_glcm_InverseVariance_20_binCount,0.514414771,0.474775513,0.557008006
wavelet-LLH_glcm_MaximumProbability_20_binCount,0.51014994,0.470509454,0.55280243
wavelet-LLH_glcm_SumSquares_20_binCount,0.839120122,0.816851066,0.860698439
wavelet-LLH_glcm_SumEntropy_20_binCount,0.752102624,0.721704227,0.782385437
wavelet-LLH_glrlm_GrayLevelNonUniformity_20_binCount,0.883018051,0.865873335,0.899400382
