,MedianICC,MedianICCLower,MedianICCHigher
original_glrlm_LowGrayLevelRunEmphasis_150_binCount,0.818189128,0.793720926,0.842056893
original_glrlm_RunEntropy_150_binCount,0.933183042,0.922759437,0.94298525
original_glrlm_RunLengthNonUniformity_150_binCount,0.992073337,0.990747293,0.993297145
original_glrlm_RunLengthNonUniformityNormalized_150_binCount,0.854743679,0.834218442,0.874533581
original_glrlm_RunPercentage_150_binCount,0.835997522,0.813390455,0.857925155
original_glrlm_RunVariance_150_binCount,0.787956744,0.760586246,0.814913765
original_glrlm_ShortRunEmphasis_150_binCount,0.846034836,0.824526728,0.866829978
original_glrlm_ShortRunHighGrayLevelEmphasis_150_binCount,0.756791507,0.726763802,0.786660427
original_glrlm_ShortRunLowGrayLevelEmphasis_150_binCount,0.818845756,0.794444172,0.842643562
original_glszm_GrayLevelNonUniformity_150_binCount,0.96279631,0.956782312,0.968398673
original_glszm_GrayLevelNonUniformityNormalized_150_binCount,0.889045882,0.872659596,0.90467348
original_glszm_GrayLevelVariance_150_binCount,0.830234068,0.807012288,0.852799304
original_glszm_HighGrayLevelZoneEmphasis_150_binCount,0.76971727,0.740750728,0.798412337
original_glszm_LargeAreaEmphasis_150_binCount,0.840645343,0.818542659,0.862052052
original_glszm_LargeAreaHighGrayLevelEmphasis_150_binCount,0.836249516,0.813669596,0.85814906
original_glszm_LargeAreaLowGrayLevelEmphasis_150_binCount,0.842405461,0.820495808,0.863613329
original_glszm_LowGrayLevelZoneEmphasis_150_binCount,0.763112729,0.73359676,0.792413607
original_glszm_SizeZoneNonUniformity_150_binCount,0.972608382,0.968128915,0.976768218
original_glszm_SizeZoneNonUniformityNormalized_150_binCount,0.910243567,0.896630683,0.923138817
original_glszm_SmallAreaEmphasis_150_binCount,0.909338194,0.895603458,0.922352625
original_glszm_SmallAreaHighGrayLevelEmphasis_150_binCount,0.771040853,0.742186237,0.799613003
original_glszm_SmallAreaLowGrayLevelEmphasis_150_binCount,0.757586612,0.727622516,0.787384716
original_glszm_ZoneEntropy_150_binCount,0.872087801,0.853601747,0.889813412
original_glszm_ZonePercentage_150_binCount,0.913900165,0.900782513,0.926311824
original_glszm_ZoneVariance_150_binCount,0.840651513,0.818549503,0.862057526
original_gldm_DependenceEntropy_150_binCount,0.870368888,0.851675861,0.888302773
original_gldm_DependenceNonUniformity_150_binCount,0.976684069,0.972852831,0.980237311
original_gldm_DependenceNonUniformityNormalized_150_binCount,0.898053158,0.88282507,0.912534582
original_gldm_DependenceVariance_150_binCount,0.718981741,0.68617922,0.752005853
original_gldm_GrayLevelNonUniformity_150_binCount,0.991093815,0.989605594,0.992467724
original_gldm_GrayLevelVariance_150_binCount,0.877219838,0.859358143,0.89431881
original_gldm_HighGrayLevelEmphasis_150_binCount,0.761971384,0.732361997,0.791375679
original_gldm_LargeDependenceEmphasis_150_binCount,0.776229248,0.747819243,0.80431472
original_gldm_LargeDependenceHighGrayLevelEmphasis_150_binCount,0.778074311,0.749824672,0.805984853
original_gldm_LargeDependenceLowGrayLevelEmphasis_150_binCount,0.63748423,0.600334977,0.6758674
original_gldm_LowGrayLevelEmphasis_150_binCount,0.822234759,0.798179445,0.845669567
original_gldm_SmallDependenceEmphasis_150_binCount,0.915665706,0.902788951,0.927842585
original_gldm_SmallDependenceHighGrayLevelEmphasis_150_binCount,0.802230527,0.776190178,0.827761229
original_gldm_SmallDependenceLowGrayLevelEmphasis_150_binCount,0.81849988,0.794063186,0.842334551
original_ngtdm_Busyness_150_binCount,0.976924587,0.973131802,0.980441897
original_ngtdm_Coarseness_150_binCount,0.967450295,0.96215956,0.972371595
original_ngtdm_Complexity_150_binCount,0.818748451,0.794336985,0.842556631
original_ngtdm_Contrast_150_binCount,0.785020663,0.757385412,0.812263889
original_ngtdm_Strength_150_binCount,0.929303043,0.91832618,0.939638295
log-sigma-1-0-mm-3D_glcm_Autocorrelation_150_binCount,0.817004488,0.792416485,0.840998161
log-sigma-1-0-mm-3D_glcm_JointAverage_150_binCount,0.818891277,0.794494318,0.842684229
log-sigma-1-0-mm-3D_glcm_ClusterProminence_150_binCount,0.827654978,0.804161964,0.850502532
log-sigma-1-0-mm-3D_glcm_ClusterShade_150_binCount,0.82592173,0.802247769,0.848957968
log-sigma-1-0-mm-3D_glcm_ClusterTendency_150_binCount,0.907902875,0.893975585,0.921105796
log-sigma-1-0-mm-3D_glcm_Contrast_150_binCount,0.920541126,0.908335617,0.93206533
log-sigma-1-0-mm-3D_glcm_Correlation_150_binCount,0.815237307,0.790471516,0.83941807
log-sigma-1-0-mm-3D_glcm_DifferenceAverage_150_binCount,0.943753452,0.934865812,0.952083161
log-sigma-1-0-mm-3D_glcm_DifferenceEntropy_150_binCount,0.940285061,0.930888799,0.9491012
log-sigma-1-0-mm-3D_glcm_DifferenceVariance_150_binCount,0.901928597,0.887208035,0.915910111
log-sigma-1-0-mm-3D_glcm_JointEnergy_150_binCount,0.868375441,0.84944373,0.88654985
log-sigma-1-0-mm-3D_glcm_JointEntropy_150_binCount,0.934416005,0.924169394,0.944047986
log-sigma-1-0-mm-3D_glcm_Imc1_150_binCount,0.908486651,0.894637584,0.921612976
log-sigma-1-0-mm-3D_glcm_Imc2_150_binCount,0.924920937,0.913326002,0.935853385
log-sigma-1-0-mm-3D_glcm_Idm_150_binCount,0.919930041,0.907639912,0.9315364
log-sigma-1-0-mm-3D_glcm_Idmn_150_binCount,0.923572727,0.91178908,0.934687879
log-sigma-1-0-mm-3D_glcm_Id_150_binCount,0.926198954,0.914783533,0.936957763
log-sigma-1-0-mm-3D_glcm_Idn_150_binCount,0.945536152,0.936911702,0.953614603
log-sigma-1-0-mm-3D_glcm_InverseVariance_150_binCount,0.935737894,0.925681676,0.945186922
log-sigma-1-0-mm-3D_glcm_MaximumProbability_150_binCount,0.84927636,0.828130893,0.869699794
log-sigma-1-0-mm-3D_glcm_SumSquares_150_binCount,0.911548631,0.898111929,0.924271697
log-sigma-1-0-mm-3D_glcm_SumEntropy_150_binCount,0.948504308,0.940320727,0.956162553
log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity_150_binCount,0.989319746,0.987538744,0.990964878
log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized_150_binCount,0.938851948,0.92924685,0.947868145
log-sigma-1-0-mm-3D_glrlm_GrayLevelVariance_150_binCount,0.909976181,0.896327278,0.922906652
log-sigma-1-0-mm-3D_glrlm_HighGrayLevelRunEmphasis_150_binCount,0.812813934,0.787806138,0.837249829
log-sigma-1-0-mm-3D_glrlm_LongRunEmphasis_150_binCount,0.845713708,0.824169881,0.866545516
log-sigma-1-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis_150_binCount,0.81529199,0.790531684,0.839466977
log-sigma-1-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis_150_binCount,0.685201848,0.650329784,0.720689007
log-sigma-1-0-mm-3D_glrlm_LowGrayLevelRunEmphasis_150_binCount,0.746275712,0.715427186,0.777063991
log-sigma-1-0-mm-3D_glrlm_RunEntropy_150_binCount,0.944347323,0.935547226,0.952593423
log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformity_150_binCount,0.987390107,0.985292029,0.989329319
log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized_150_binCount,0.91866784,0.906203369,0.930443575
log-sigma-1-0-mm-3D_glrlm_RunPercentage_150_binCount,0.901474258,0.886693908,0.915514589
log-sigma-1-0-mm-3D_glrlm_RunVariance_150_binCount,0.812240776,0.787176047,0.836736771
log-sigma-1-0-mm-3D_glrlm_ShortRunEmphasis_150_binCount,0.910506267,0.896928796,0.923366894
log-sigma-1-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis_150_binCount,0.818047507,0.793564957,0.841930344
log-sigma-1-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis_150_binCount,0.759321281,0.729496719,0.788964254
log-sigma-1-0-mm-3D_glszm_GrayLevelNonUniformity_150_binCount,0.973128714,0.96873165,0.97721135
log-sigma-1-0-mm-3D_glszm_GrayLevelNonUniformityNormalized_150_binCount,0.901501682,0.88672494,0.915538465
log-sigma-1-0-mm-3D_glszm_GrayLevelVariance_150_binCount,0.828294432,0.804868446,0.851072162
log-sigma-1-0-mm-3D_glszm_HighGrayLevelZoneEmphasis_150_binCount,0.783371085,0.755588408,0.810774029
log-sigma-1-0-mm-3D_glszm_LargeAreaEmphasis_150_binCount,0.892157027,0.87616741,0.90739122
log-sigma-1-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis_150_binCount,0.923817299,0.912067835,0.934899343
log-sigma-1-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis_150_binCount,0.721799054,0.6891865,0.754602485
log-sigma-1-0-mm-3D_glszm_LowGrayLevelZoneEmphasis_150_binCount,0.737968755,0.706498639,0.769460566
log-sigma-1-0-mm-3D_glszm_SizeZoneNonUniformity_150_binCount,0.939929743,0.930481631,0.948795534
log-sigma-1-0-mm-3D_glszm_SizeZoneNonUniformityNormalized_150_binCount,0.92225532,0.910287928,0.933548531
log-sigma-1-0-mm-3D_glszm_SmallAreaEmphasis_150_binCount,0.920636218,0.90844389,0.932147628
log-sigma-1-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis_150_binCount,0.796964136,0.770424693,0.823027821
log-sigma-1-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis_150_binCount,0.712775819,0.679564312,0.746277791
log-sigma-1-0-mm-3D_glszm_ZoneEntropy_150_binCount,0.821416813,0.797277551,0.844939526
log-sigma-1-0-mm-3D_glszm_ZonePercentage_150_binCount,0.954101319,0.946758152,0.960960856
log-sigma-1-0-mm-3D_glszm_ZoneVariance_150_binCount,0.892162857,0.876173987,0.90739631
log-sigma-1-0-mm-3D_gldm_DependenceEntropy_150_binCount,0.916688524,0.903951856,0.928729006
log-sigma-1-0-mm-3D_gldm_DependenceNonUniformity_150_binCount,0.9725745,0.96808967,0.976739361
log-sigma-1-0-mm-3D_gldm_DependenceNonUniformityNormalized_150_binCount,0.946765791,0.938323579,0.954670443
log-sigma-1-0-mm-3D_gldm_DependenceVariance_150_binCount,0.833352939,0.810462334,0.855574289
log-sigma-1-0-mm-3D_gldm_GrayLevelNonUniformity_150_binCount,0.975414182,0.971380288,0.97915689
log-sigma-1-0-mm-3D_gldm_GrayLevelVariance_150_binCount,0.914670175,0.901657443,0.926979542
log-sigma-1-0-mm-3D_gldm_HighGrayLevelEmphasis_150_binCount,0.814913137,0.790114853,0.839128124
log-sigma-1-0-mm-3D_gldm_LargeDependenceEmphasis_150_binCount,0.860579313,0.840728005,0.8796839
log-sigma-1-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis_150_binCount,0.837660489,0.815232998,0.859402428
log-sigma-1-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis_150_binCount,0.709476821,0.676053196,0.74322819
log-sigma-1-0-mm-3D_gldm_LowGrayLevelEmphasis_150_binCount,0.746321592,0.715476565,0.777105929
log-sigma-1-0-mm-3D_gldm_SmallDependenceEmphasis_150_binCount,0.953937872,0.946569995,0.96082085
log-sigma-1-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis_150_binCount,0.915308895,0.902383361,0.92753329
log-sigma-1-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis_150_binCount,0.847708825,0.82638752,0.868312372
log-sigma-1-0-mm-3D_ngtdm_Busyness_150_binCount,0.955309481,0.948149282,0.961995525
log-sigma-1-0-mm-3D_ngtdm_Coarseness_150_binCount,0.970175271,0.965311855,0.974695164
log-sigma-1-0-mm-3D_ngtdm_Complexity_150_binCount,0.845427185,0.823851519,0.866291683
log-sigma-1-0-mm-3D_ngtdm_Contrast_150_binCount,0.915890501,0.9030445,0.928037426
log-sigma-1-0-mm-3D_ngtdm_Strength_150_binCount,0.921090464,0.908961143,0.932540728
log-sigma-3-0-mm-3D_glcm_Autocorrelation_150_binCount,0.814807631,0.789998779,0.839033751
log-sigma-3-0-mm-3D_glcm_JointAverage_150_binCount,0.815366151,0.790613285,0.839533303
log-sigma-3-0-mm-3D_glcm_ClusterProminence_150_binCount,0.822333087,0.79828788,0.845757315
log-sigma-3-0-mm-3D_glcm_ClusterShade_150_binCount,0.840917587,0.818844687,0.862293597
log-sigma-3-0-mm-3D_glcm_ClusterTendency_150_binCount,0.912816752,0.89955185,0.925372069
log-sigma-3-0-mm-3D_glcm_Contrast_150_binCount,0.902936004,0.88834828,0.916786903
log-sigma-3-0-mm-3D_glcm_Correlation_150_binCount,0.865510593,0.846238392,0.884028756
log-sigma-3-0-mm-3D_glcm_DifferenceAverage_150_binCount,0.954768652,0.947526479,0.961532406
log-sigma-3-0-mm-3D_glcm_DifferenceEntropy_150_binCount,0.964174322,0.958373616,0.96957562
log-sigma-3-0-mm-3D_glcm_DifferenceVariance_150_binCount,0.886657507,0.869969118,0.902585332
log-sigma-3-0-mm-3D_glcm_JointEnergy_150_binCount,0.961530053,0.955320698,0.967316736
log-sigma-3-0-mm-3D_glcm_JointEntropy_150_binCount,0.961099203,0.954823517,0.966948506
log-sigma-3-0-mm-3D_glcm_Imc1_150_binCount,0.943398249,0.934458311,0.95177792
log-sigma-3-0-mm-3D_glcm_Imc2_150_binCount,0.909363699,0.895632391,0.922374776
log-sigma-3-0-mm-3D_glcm_Idm_150_binCount,0.977914974,0.974280761,0.981284165
log-sigma-3-0-mm-3D_glcm_Idmn_150_binCount,0.909120402,0.895356398,0.922163469
log-sigma-3-0-mm-3D_glcm_Id_150_binCount,0.97736917,0.973647521,0.980820021
log-sigma-3-0-mm-3D_glcm_Idn_150_binCount,0.958822041,0.952196946,0.965001496
log-sigma-3-0-mm-3D_glcm_InverseVariance_150_binCount,0.96779485,0.96255799,0.972665502
log-sigma-3-0-mm-3D_glcm_MaximumProbability_150_binCount,0.966208175,0.960723597,0.971311802
log-sigma-3-0-mm-3D_glcm_SumSquares_150_binCount,0.916589099,0.903838796,0.928642852
log-sigma-3-0-mm-3D_glcm_SumEntropy_150_binCount,0.956147411,0.949114437,0.962712902
log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformity_150_binCount,0.994349602,0.993401862,0.995223639
log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized_150_binCount,0.960851735,0.954537982,0.966736983
log-sigma-3-0-mm-3D_glrlm_GrayLevelVariance_150_binCount,0.910712168,0.897162472,0.923545646
log-sigma-3-0-mm-3D_glrlm_HighGrayLevelRunEmphasis_150_binCount,0.811437008,0.786292634,0.836017128
log-sigma-3-0-mm-3D_glrlm_LongRunEmphasis_150_binCount,0.973068026,0.968661346,0.97715967
log-sigma-3-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis_150_binCount,0.943275956,0.934318025,0.951672822
log-sigma-3-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis_150_binCount,0.734321485,0.702585904,0.766115833
log-sigma-3-0-mm-3D_glrlm_LowGrayLevelRunEmphasis_150_binCount,0.805185571,0.779429547,0.830413771
log-sigma-3-0-mm-3D_glrlm_RunEntropy_150_binCount,0.899764935,0.884760336,0.914026049
log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformity_150_binCount,0.989461426,0.987703761,0.991084928
log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformityNormalized_150_binCount,0.978651191,0.975135098,0.98191011
log-sigma-3-0-mm-3D_glrlm_RunPercentage_150_binCount,0.980909525,0.977757065,0.983829307
log-sigma-3-0-mm-3D_glrlm_RunVariance_150_binCount,0.971234809,0.966538311,0.975598099
log-sigma-3-0-mm-3D_glrlm_ShortRunEmphasis_150_binCount,0.977850209,0.974205615,0.981229094
log-sigma-3-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis_150_binCount,0.793290453,0.766408628,0.819721273
log-sigma-3-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis_150_binCount,0.817235899,0.792671259,0.841205008
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformity_150_binCount,0.980355357,0.977113484,0.983358482
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformityNormalized_150_binCount,0.849596861,0.828487455,0.869983384
log-sigma-3-0-mm-3D_glszm_GrayLevelVariance_150_binCount,0.824734456,0.800937163,0.847899456
log-sigma-3-0-mm-3D_glszm_HighGrayLevelZoneEmphasis_150_binCount,0.782218259,0.754333116,0.809732363
log-sigma-3-0-mm-3D_glszm_LargeAreaEmphasis_150_binCount,0.952443491,0.944850157,0.959540466
log-sigma-3-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis_150_binCount,0.921597254,0.909538321,0.932979234
log-sigma-3-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis_150_binCount,0.909425773,0.89570281,0.922428685
log-sigma-3-0-mm-3D_glszm_LowGrayLevelZoneEmphasis_150_binCount,0.809514463,0.784180514,0.834295065
log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformity_150_binCount,0.957219531,0.950349728,0.963630506
log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformityNormalized_150_binCount,0.902719047,0.888102683,0.916598099
log-sigma-3-0-mm-3D_glszm_SmallAreaEmphasis_150_binCount,0.898999058,0.883894333,0.91335884
log-sigma-3-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis_150_binCount,0.74896041,0.718317829,0.779517024
log-sigma-3-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis_150_binCount,0.732902448,0.701064809,0.764813453
log-sigma-3-0-mm-3D_glszm_ZoneEntropy_150_binCount,0.917062332,0.904376959,0.929052895
log-sigma-3-0-mm-3D_glszm_ZonePercentage_150_binCount,0.971177776,0.966472282,0.975549504
log-sigma-3-0-mm-3D_glszm_ZoneVariance_150_binCount,0.952467994,0.944878351,0.959561465
log-sigma-3-0-mm-3D_gldm_DependenceEntropy_150_binCount,0.924886302,0.913286511,0.93582345
log-sigma-3-0-mm-3D_gldm_DependenceNonUniformity_150_binCount,0.981962663,0.978980446,0.984723838
log-sigma-3-0-mm-3D_gldm_DependenceNonUniformityNormalized_150_binCount,0.97136227,0.96668588,0.975706701
log-sigma-3-0-mm-3D_gldm_DependenceVariance_150_binCount,0.984038904,0.981393571,0.986486546
log-sigma-3-0-mm-3D_gldm_GrayLevelNonUniformity_150_binCount,0.990754567,0.989210266,0.992180404
log-sigma-3-0-mm-3D_gldm_GrayLevelVariance_150_binCount,0.921863119,0.90984115,0.933209249
log-sigma-3-0-mm-3D_gldm_HighGrayLevelEmphasis_150_binCount,0.815887885,0.791187417,0.839999874
log-sigma-3-0-mm-3D_gldm_LargeDependenceEmphasis_150_binCount,0.9802843,0.977030971,0.983298105
log-sigma-3-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis_150_binCount,0.968015321,0.962812957,0.972853549
log-sigma-3-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis_150_binCount,0.753950122,0.72369688,0.784070614
log-sigma-3-0-mm-3D_gldm_LowGrayLevelEmphasis_150_binCount,0.804299825,0.778458255,0.829618956
log-sigma-3-0-mm-3D_gldm_SmallDependenceEmphasis_150_binCount,0.970208355,0.965350144,0.974723362
log-sigma-3-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis_150_binCount,0.903354081,0.888821596,0.917150694
log-sigma-3-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis_150_binCount,0.883505928,0.866422102,0.899827541
log-sigma-3-0-mm-3D_ngtdm_Busyness_150_binCount,0.976022874,0.972086041,0.979674818
log-sigma-3-0-mm-3D_ngtdm_Coarseness_150_binCount,0.955132241,0.947945166,0.961843761
log-sigma-3-0-mm-3D_ngtdm_Complexity_150_binCount,0.898305656,0.883110466,0.912754632
log-sigma-3-0-mm-3D_ngtdm_Contrast_150_binCount,0.890755194,0.874586403,0.906166974
log-sigma-3-0-mm-3D_ngtdm_Strength_150_binCount,0.906206181,0.892052258,0.919631201
log-sigma-6-0-mm-3D_glcm_Autocorrelation_150_binCount,0.920872753,0.908713224,0.93235233
log-sigma-6-0-mm-3D_glcm_JointAverage_150_binCount,0.912043001,0.898673203,0.924700723
log-sigma-6-0-mm-3D_glcm_ClusterProminence_150_binCount,0.8242891,0.800445675,0.847502299
log-sigma-6-0-mm-3D_glcm_ClusterShade_150_binCount,0.90351825,0.889007474,0.917293534
log-sigma-6-0-mm-3D_glcm_ClusterTendency_150_binCount,0.858959214,0.838919573,0.878255001
log-sigma-6-0-mm-3D_glcm_Contrast_150_binCount,0.933632983,0.923273901,0.943373118
log-sigma-6-0-mm-3D_glcm_Correlation_150_binCount,0.912180948,0.898829835,0.924820425
log-sigma-6-0-mm-3D_glcm_DifferenceAverage_150_binCount,0.953034013,0.945529669,0.960046495
log-sigma-6-0-mm-3D_glcm_DifferenceEntropy_150_binCount,0.948262279,0.940042625,0.955954876
log-sigma-6-0-mm-3D_glcm_DifferenceVariance_150_binCount,0.907324445,0.893319772,0.92060317
log-sigma-6-0-mm-3D_glcm_JointEnergy_150_binCount,0.946678215,0.938223005,0.954595259
log-sigma-6-0-mm-3D_glcm_JointEntropy_150_binCount,0.920479272,0.908265191,0.932011796
log-sigma-6-0-mm-3D_glcm_Imc1_150_binCount,0.939379161,0.929850799,0.948321824
log-sigma-6-0-mm-3D_glcm_Imc2_150_binCount,0.904147548,0.889720078,0.917841003
log-sigma-6-0-mm-3D_glcm_Idm_150_binCount,0.965290463,0.959663047,0.970528539
log-sigma-6-0-mm-3D_glcm_Idmn_150_binCount,0.935446292,0.925348018,0.944935718
log-sigma-6-0-mm-3D_glcm_Id_150_binCount,0.964957769,0.95927865,0.970244532
log-sigma-6-0-mm-3D_glcm_Idn_150_binCount,0.954290136,0.946975527,0.961122584
log-sigma-6-0-mm-3D_glcm_InverseVariance_150_binCount,0.954079858,0.946733446,0.960942473
log-sigma-6-0-mm-3D_glcm_MaximumProbability_150_binCount,0.959418996,0.952885307,0.965512034
log-sigma-6-0-mm-3D_glcm_SumSquares_150_binCount,0.862910249,0.843331576,0.881738476
log-sigma-6-0-mm-3D_glcm_SumEntropy_150_binCount,0.895423154,0.879853798,0.910241518
log-sigma-6-0-mm-3D_glrlm_GrayLevelNonUniformity_150_binCount,0.991884897,0.990527625,0.993137601
log-sigma-6-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized_150_binCount,0.911951202,0.898568974,0.924621062
log-sigma-6-0-mm-3D_glrlm_GrayLevelVariance_150_binCount,0.870357441,0.851663039,0.888292711
log-sigma-6-0-mm-3D_glrlm_HighGrayLevelRunEmphasis_150_binCount,0.915777229,0.902915729,0.92793925
log-sigma-6-0-mm-3D_glrlm_LongRunEmphasis_150_binCount,0.967343214,0.962035745,0.972280248
log-sigma-6-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis_150_binCount,0.928362848,0.917252769,0.938826662
log-sigma-6-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis_150_binCount,0.747168833,0.716388545,0.777880277
log-sigma-6-0-mm-3D_glrlm_LowGrayLevelRunEmphasis_150_binCount,0.803929701,0.778052465,0.829286763
log-sigma-6-0-mm-3D_glrlm_RunEntropy_150_binCount,0.799990686,0.773736876,0.825749032
log-sigma-6-0-mm-3D_glrlm_RunLengthNonUniformity_150_binCount,0.990090398,0.988436431,0.991617812
log-sigma-6-0-mm-3D_glrlm_RunLengthNonUniformityNormalized_150_binCount,0.965943745,0.960417977,0.971086135
log-sigma-6-0-mm-3D_glrlm_RunPercentage_150_binCount,0.97072459,0.965947659,0.975163329
log-sigma-6-0-mm-3D_glrlm_RunVariance_150_binCount,0.969397753,0.96441212,0.974032378
log-sigma-6-0-mm-3D_glrlm_ShortRunEmphasis_150_binCount,0.964626451,0.958895885,0.96996167
log-sigma-6-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis_150_binCount,0.914628999,0.901610651,0.92694384
log-sigma-6-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis_150_binCount,0.817145636,0.792571881,0.841124328
log-sigma-6-0-mm-3D_glszm_GrayLevelNonUniformity_150_binCount,0.973708909,0.96940385,0.977705379
log-sigma-6-0-mm-3D_glszm_GrayLevelNonUniformityNormalized_150_binCount,0.7576811,0.727724579,0.787470777
log-sigma-6-0-mm-3D_glszm_GrayLevelVariance_150_binCount,0.805522654,0.779799259,0.83071619
log-sigma-6-0-mm-3D_glszm_HighGrayLevelZoneEmphasis_150_binCount,0.86336702,0.843842004,0.882140917
log-sigma-6-0-mm-3D_glszm_LargeAreaEmphasis_150_binCount,0.961585629,0.955384836,0.967364231
log-sigma-6-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis_150_binCount,0.928911534,0.917879157,0.939300349
log-sigma-6-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis_150_binCount,0.896317021,0.880863367,0.911021079
log-sigma-6-0-mm-3D_glszm_LowGrayLevelZoneEmphasis_150_binCount,0.777577116,0.749284146,0.805534893
log-sigma-6-0-mm-3D_glszm_SizeZoneNonUniformity_150_binCount,0.937429852,0.927618288,0.946644029
log-sigma-6-0-mm-3D_glszm_SizeZoneNonUniformityNormalized_150_binCount,0.849592771,0.828482904,0.869979765
log-sigma-6-0-mm-3D_glszm_SmallAreaEmphasis_150_binCount,0.83636232,0.813794561,0.858249284
log-sigma-6-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis_150_binCount,0.830159024,0.806929319,0.852732502
log-sigma-6-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis_150_binCount,0.66471506,0.628773405,0.701529982
log-sigma-6-0-mm-3D_glszm_ZoneEntropy_150_binCount,0.873305922,0.854967194,0.890883449
log-sigma-6-0-mm-3D_glszm_ZonePercentage_150_binCount,0.952145112,0.944506864,0.959284745
log-sigma-6-0-mm-3D_glszm_ZoneVariance_150_binCount,0.961844852,0.955684008,0.967585752
log-sigma-6-0-mm-3D_gldm_DependenceEntropy_150_binCount,0.953662643,0.946253178,0.960585078
log-sigma-6-0-mm-3D_gldm_DependenceNonUniformity_150_binCount,0.981510771,0.978455452,0.984340038
log-sigma-6-0-mm-3D_gldm_DependenceNonUniformityNormalized_150_binCount,0.955983179,0.948925248,0.962572312
log-sigma-6-0-mm-3D_gldm_DependenceVariance_150_binCount,0.979147272,0.97571089,0.982331808
log-sigma-6-0-mm-3D_gldm_GrayLevelNonUniformity_150_binCount,0.989966147,0.988291683,0.991512551
log-sigma-6-0-mm-3D_gldm_GrayLevelVariance_150_binCount,0.876524231,0.858577345,0.89370856
log-sigma-6-0-mm-3D_gldm_HighGrayLevelEmphasis_150_binCount,0.917887129,0.90531512,0.929767415
log-sigma-6-0-mm-3D_gldm_LargeDependenceEmphasis_150_binCount,0.972216563,0.967675113,0.976434486
log-sigma-6-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis_150_binCount,0.94187317,0.932709232,0.950466978
log-sigma-6-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis_150_binCount,0.643824154,0.606934375,0.681862375
log-sigma-6-0-mm-3D_gldm_LowGrayLevelEmphasis_150_binCount,0.789901805,0.762708358,0.816667873
log-sigma-6-0-mm-3D_gldm_SmallDependenceEmphasis_150_binCount,0.952601868,0.945032389,0.959676191
log-sigma-6-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis_150_binCount,0.910711715,0.897161958,0.923545253
log-sigma-6-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis_150_binCount,0.853451313,0.832778492,0.873391715
log-sigma-6-0-mm-3D_ngtdm_Busyness_150_binCount,0.96596743,0.96044535,0.971106349
log-sigma-6-0-mm-3D_ngtdm_Coarseness_150_binCount,0.969462248,0.964486745,0.974087362
